Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
brokers,BrokerReviewsSubHome,subTitle,"More than <strong>10,000 traders</strong> matched with their ideal broker via FXStreet.",Más de <strong>10.000 traders</strong> emparejados con su bróker ideal a través de FXStreet..,,Pendiente,
brokers,BrokerReviewsSubHome,title,Broker Reviews,Reseñas de Brokers,,Pendiente,
brokers,Brokers,common.openAccount,Open account,Abrir cuenta,,Pendiente,
brokers,Brokers,common.readReview,Read review,Leer reseña,,Pendiente,
brokers,Brokers,common.visitBroker,Visit broker,Visitar bróker,,Pendiente,
brokers,Brokers,common.visitWebsite,Visit website,Visitar sitio web,,Pendiente,
brokers,BrokerShowcase,Breadcrumb.text,BROKERS,BRÓKERS,,Pendiente,
brokers,BrokerShowcase,BrokerContent.consTitle,Cons,Contras,,Pendiente,
brokers,BrokerShowcase,BrokerContent.prosTitle,Pros,Pros,,Pendiente,
brokers,BrokerShowcase,Disclaimer.text,"Brokers featured in this article may have paid for placement. While we maintain editorial independence and carefully evaluate all options, featured companies in Branded articles compensate us for inclusion. <a href=""/info/advertising-model"" class=""underline hover:text-main-primary"">Here's an insight into how we make money.</a> While we strive to be comprehensive, the compensation we receive can influence the products, companies, or services we showcase and review. Not all available options may be featured on this page.","Los brókers destacados en este artículo pueden haber pagado por su inclusión. Aunque mantenemos nuestra independencia editorial y evaluamos cuidadosamente todas las opciones, las empresas destacadas en artículos Patrocinados nos compensan por su inclusión. <a href=""/info/advertising-model"" class=""underline hover:text-main-primary"">Aquí tienes información sobre cómo ganamos dinero.</a> Aunque nos esforzamos por ser exhaustivos, la compensación que recibimos puede influir en los productos, empresas o servicios que destacamos y revisamos. No todas las opciones disponibles pueden aparecer en esta página.",,Pendiente,
brokers,BrokerShowcase,Faqs.title,Forex Brokers FAQs,Preguntas frecuentes sobre brókers,,Pendiente,
brokers,BrokerShowcase,InsightColumns.AccountTypes,Account types,Tipos de cuenta,,Pendiente,
brokers,BrokerShowcase,InsightColumns.BrokerName,Broker name,Nombre del bróker,,Pendiente,
brokers,BrokerShowcase,InsightColumns.InstrumentsCount,Instruments,Instrumentos,,Pendiente,
brokers,BrokerShowcase,InsightColumns.Leverage,Leverage,Apalancamiento,,Pendiente,
brokers,BrokerShowcase,InsightColumns.MinDeposit,Min. deposit,Depósito mín.,,Pendiente,
brokers,BrokerShowcase,InsightColumns.PaymentMethods,Payment methods,Métodos de pago,,Pendiente,
brokers,BrokerShowcase,InsightColumns.Regulation,Regulation,Regulación,,Pendiente,
brokers,BrokerShowcase,InsightColumns.Spreads,Spreads,Spreads,,Pendiente,
brokers,BrokerShowcase,InsightColumns.TradingPlatforms,Trading platforms,Plataformas de trading,,Pendiente,
brokers,BrokerShowcase,InsightColumns.YearsOperating,Years operating,Años operando,,Pendiente,
brokers,BrokerShowcase,SharePost.text,Share,Compartir,,Pendiente,
brokers,BrokerShowcase,Sponsored.text,branded,patrocinado,,Pendiente,
brokers,BrokerShowcase,Updated.text,Updated,Actualizado,,Pendiente,
brokers,BrokerShowcase,buyChallenges,Buy challenges,Comprar challenges,,Pendiente,
brokers,BrokerShowcase,openAccount,Open account,Abrir cuenta,,Pendiente,
brokers,BrokerShowcase,visitBroker,Visit broker,Visitar bróker,,Pendiente,
brokers,BrokerShowcase,visitWebsite,Visit website,Visitar web,,Pendiente,
